0	114715
1	229405
2	232795
3	62815
4	118871
5	106588
6	122973
7	106590
8	139359
9	136551
10	98429
11	221314
12	54635
13	136556
14	200848
15	114844
16	114845
17	12447
18	66974
19	233679
20	233684
21	221411
22	174118
23	139494
24	139495
25	235559
26	139507
27	192767
28	65794
29	255333
30	229643
31	229644
32	192797
33	192801
34	233777
35	230797
36	128901
37	135516
38	176493
39	176495
40	176496
41	176499
42	176507
43	176509
44	176514
45	151943
46	176521
47	176523
48	123276
49	176528
50	176543
51	41380
52	82352
53	82353
54	82354
55	82355
56	176564
57	176569
58	115139
59	115140
60	176582
61	82385
62	82386
63	229847
64	176600
65	139738
66	176603
67	176610
68	176611
69	221669
70	115175
71	219061
72	176639
73	139781
74	135686
75	176648
76	176651
77	176658
78	176659
79	176661
80	176663
81	152088
82	176671
83	176675
84	135721
85	176684
86	176685
87	125021
88	176694
89	49738
90	176602
91	123470
92	176720
93	176724
94	135767
95	176729
96	123495
97	135786
98	135787
99	135789
100	176751
101	115317
102	176761
103	115322
104	176771
105	176772
106	115333
107	176775
108	175555
109	176800
110	176802
111	176803
112	123561
113	178973
114	176828
115	176840
116	176841
117	242378
118	135886
119	135888
120	78548
121	176875
122	115439
123	234238
124	234264
125	176924
126	176925
127	176926
128	176927
129	176929
130	115495
131	60590
132	136023
133	123740
134	177003
135	9083
136	123775
137	136082
138	136091
139	246327
140	233628
141	201643
142	201645
143	114847
144	115658
145	178056
146	9167
147	9175
148	9177
149	123875
150	230395
151	136192
152	136198
153	136205
154	9234
155	9237
156	136479
157	21527
158	177181
159	177182
160	177183
161	136236
162	115761
163	70706
164	174259
165	126473
166	234552
167	136250
168	9275
169	123964
170	115773
171	115774
172	177225
173	173149
174	173161
175	173241
176	173243
177	173245
178	173249
179	136387
180	136392
181	173258
182	173259
183	136396
184	177213
185	136398
186	128209
187	125817
188	136408
189	136409
190	136411
191	136413
192	136414
193	136415
194	230625
195	173307
196	173308
197	54526
198	54527
199	54531
200	230660
201	173319
202	54541
203	54546
204	54547
205	54549
206	54551
207	54554
208	54559
209	54563
210	54567
211	54569
212	54584
213	54597
214	54601
215	54611
216	54613
217	54614
218	54615
219	54616
220	54618
221	54619
222	136543
223	173413
224	136555
225	54639
226	54640
227	54643
228	54644
229	54646
230	54647
231	173443
232	54668
233	54669
234	54670
235	54677
236	116118
237	19961
238	173477
239	116143
240	136640
241	124367
242	173533
243	120289
244	173538
245	116256
246	173569
247	173570
248	173576
249	173580
250	173581
251	173582
252	173590
253	173591
254	173593
255	174341
256	124454
257	116270
258	174345
259	124472
260	124473
261	176816
262	255563
263	63057
264	218962
265	174352
266	124520
267	173684
268	124533
269	63097
270	218963
271	177796
272	177797
273	177798
274	122735
275	177801
276	132746
277	177804
278	177809
279	177811
280	177813
281	177816
282	173722
283	177821
284	177824
285	177825
286	177827
287	177829
288	177831
289	177832
290	177833
291	176664
292	177837
293	177840
294	177842
295	177843
296	177844
297	177848
298	120513
299	120514
300	243398
301	173768
302	173771
303	136449
304	173774
305	173775
306	173778
307	173789
308	173793
309	173796
310	173797
311	173800
312	173802
313	173804
314	175741
315	136952
316	173819
317	124672
318	124677
319	173840
320	173841
321	173844
322	173847
323	173849
324	173851
325	173852
326	128800
327	128802
328	173859
329	218918
330	173864
331	177799
332	255636
333	128814
334	226952
335	124727
336	128825
337	124737
338	124738
339	173894
340	173896
341	173897
342	173898
343	173899
344	173900
345	173905
346	218964
347	173915
348	173918
349	173919
350	173920
351	120674
352	173924
353	173925
354	173928
355	173929
356	173930
357	173931
358	230693
359	173936
360	218993
361	173938
362	173956
363	173958
364	173959
365	173960
366	128913
367	173974
368	173977
369	173978
370	173418
371	120734
372	51107
373	124836
374	55205
375	173992
376	173993
377	173998
378	175773
379	174002
380	116661
381	174008
382	174011
383	174012
384	124868
385	233077
386	116688
387	120787
388	120788
389	120789
390	120790
391	235480
392	174050
393	174051
394	174052
395	174053
396	174054
397	174057
398	174071
399	174072
400	85676
401	153624
402	174111
403	174112
404	6178
405	124966
406	174119
407	174120
408	174122
409	174125
410	253127
411	219187
412	174135
413	174136
414	153662
415	153663
416	137283
417	137284
418	47174
419	174151
420	174153
421	174154
422	174156
423	174171
424	174173
425	174177
426	174178
427	174183
428	174189
429	20157
430	174192
431	174193
432	174194
433	174195
434	239957
435	174203
436	174207
437	174208
438	174211
439	174214
440	174216
441	174220
442	174232
443	174238
444	174243
445	174244
446	174245
447	174248
448	174249
449	174251
450	129203
451	10425
452	174266
453	215232
454	121036
455	174285
456	174289
457	22739
458	174295
459	174298
460	174301
461	174303
462	174304
463	174305
464	174307
465	174308
466	175143
467	174319
468	174320
469	116987
470	116988
471	220202
472	219530
473	116993
474	174338
475	174339
476	174340
477	116997
478	174342
479	174344
480	234670
481	121104
482	125203
483	174356
484	174357
485	174358
486	174361
487	174366
488	174372
489	174373
490	174375
491	219435
492	174381
493	174388
494	174389
495	174391
496	174395
497	174396
498	174397
499	174398
500	174400
501	174404
502	174406
503	174407
504	174408
505	174410
506	174411
507	174412
508	174414
509	145746
510	174421
511	126009
512	125272
513	174429
514	174435
515	249574
516	234673
517	174442
518	174443
519	174444
520	174445
521	174449
522	137619
523	177214
524	174463
525	174471
526	137618
527	174483
528	174487
529	137624
530	174490
531	137627
532	174493
533	137632
534	174497
535	174503
536	174504
537	137641
538	174509
539	174513
540	174514
541	174518
542	129475
543	211399
544	227795
545	177802
546	149992
547	136275
548	121943
549	122029
550	80427
551	176562
552	174641
553	8627
554	234636
555	125520
556	115817
557	129665
558	129667
559	150157
560	176579
561	150183
562	51882
563	137905
564	150201
565	150202
566	218912
567	152701
568	124030
569	124031
570	218923
571	125706
572	234551
573	125725
574	125736
575	109359
576	130758
577	125745
578	179001
579	125757
580	138049
581	125762
582	234635
583	125766
584	125769
585	125771
586	177814
587	106296
588	174941
589	121710
590	47986
591	47987
592	138102
593	138105
594	233279
595	232324
596	201878
597	125832
598	121747
599	121749
600	121752
601	121755
602	121758
603	234651
604	122695
605	234655
606	177818
607	52167
608	52170
609	219145
610	232406
611	130014
612	232421
613	175079
614	175081
615	177211
616	175085
617	175091
618	191480
619	177235
620	56333
621	62637
622	122030
623	162838
624	230575
625	175138
626	162855
627	175145
628	121903
629	175154
630	175155
631	175158
632	175160
633	175164
634	136373
635	232512
636	175169
637	244235
638	175174
639	175175
640	175176
641	175177
642	136375
643	136376
644	244819
645	162902
646	175193
647	175198
648	175203
649	130149
650	175215
651	124791
652	136384
653	121990
654	175241
655	175242
656	175244
